Métamodèle 1	Élément 1	Description Élément 1	Métamodèle 2	Élément 2	Description Élément 2	Correspondance
JSON Schema	Object	A collection of key-value pairs	YAML	Mapping	A collection of key-value pairs	1
JSON Schema	Array	An ordered list of values	YAML	Sequence	An ordered list of values	1
JSON Schema	Property	A key-value pair inside an object	YAML	Scalar	A single value	1
JSON Schema	Schema Definition	Specifies the structure of a JSON document	YAML	Schema Definition	Specifies the structure of a YAML document	1
JSON Schema	String Data Type	Defines a string value	YAML	String Data Type	Defines a string value	1
JSON Schema	Boolean Data Type	Defines a boolean value	YAML	Boolean Data Type	Defines a boolean value	1
Relational Database	Table	Structured collection of rows and columns	Graph Database	Node	A single entity within the graph	1
Relational Database	Column	A field within a table	Graph Database	Property	An attribute or property of a node	1
Relational Database	Primary Key	Unique identifier for a row	Graph Database	Node ID	Unique identifier for a node	1
Relational Database	Foreign Key	A reference to another table	Graph Database	Edge	A connection between two nodes	1
Relational Database	Index	Structure for optimizing queries	Graph Database	None	No direct equivalent	0
Relational Database	Transaction	A group of operations that occur together	Graph Database	Transaction	A set of operations executed as a group	1
Document Store	Document	A structured collection of fields	Graph Database	Node	A single entity within the graph	1
Document Store	Field	A key-value pair inside a document	Graph Database	Property	An attribute of a node or edge	1
Document Store	Collection	A group of documents	Graph Database	None	No direct equivalent	0
Document Store	_id	Unique identifier for a document	Graph Database	Node ID	Unique identifier for a node	1
Document Store	Embedded Document	Nested document within another document	Graph Database	None	No direct equivalent	0
Object-Oriented Model	Class	Blueprint for creating objects	Key-Value Store	Key	Identifier for a value	1
Object-Oriented Model	Object	Instance of a class	Key-Value Store	Value	The value associated with a key	1
Object-Oriented Model	Attribute	Property of an object	Key-Value Store	None	No equivalent concept	0
Object-Oriented Model	Association	Relationship between objects	Key-Value Store	None	No direct equivalent	0
Object-Oriented Model	Inheritance	Mechanism for extending functionality	Key-Value Store	None	No concept of inheritance	0
ER Diagram	Entity	A distinct object in the model	Column Store	Column Family	Group of related columns	1
ER Diagram	Attribute	Property of an entity	Column Store	Column	Data field in a column family	1
ER Diagram	Relationship	Connection between two entities	Column Store	None	No direct equivalent	0
ER Diagram	Primary Key	Unique identifier for an entity	Column Store	Row Key	Unique identifier for a row	1
ER Diagram	Weak Entity	Dependent on another entity	Column Store	None	No concept of weak entities	0
Relational Database	Table	Collection of rows and columns	Document Store	Collection	Group of documents	1
Relational Database	Row	Single record in a table	Document Store	Document	A JSON or BSON document	1
Relational Database	Column	A field within a row	Document Store	Field	Key-value pair inside a document	1
Relational Database	Primary Key	Unique identifier for a row	Document Store	_id	Unique identifier for a document	1
Relational Database	Foreign Key	Reference to another table	Document Store	Reference Field	A field that holds reference to another document	1
Object-Oriented Model	Class	A blueprint for creating objects	Graph Database	Node	Represents a single entity in a graph	1
Object-Oriented Model	Object	Instance of a class	Graph Database	Node	Represents an entity in the graph	1
Object-Oriented Model	Attribute	Property of a class	Graph Database	Property	Attribute of a node or edge	1
Object-Oriented Model	Method	Encapsulated functionality	Graph Database	None	No equivalent concept	0
Object-Oriented Model	Inheritance	Mechanism for extending classes	Graph Database	None	No equivalent concept	0
XML Schema	Element	A basic building block	RDF	Subject	The entity described in a triple	1
XML Schema	Attribute	A property of an element	RDF	Predicate	The relationship between two entities	1
XML Schema	Sequence	Defines the order of elements	RDF	None	No equivalent concept	0
XML Schema	Complex Type	Structure that contains multiple elements	RDF	Graph	A set of RDF triples	0
XML Schema	Data Type	Specifies the type of data	RDF	Object	The value associated with a subject and predicate	1
Document Store	Document	A collection of fields	Column Store	Column Family	Group of columns in the same family	1
Document Store	Field	A key-value pair inside a document	Column Store	Column	Data field in a column family	1
Document Store	Collection	A group of documents	Column Store	Row	A set of column families	0
Document Store	_id	Unique identifier for a document	Column Store	Row Key	Unique identifier for a row	1
Document Store	Embedded Document	Document within a document	Column Store	None	No direct equivalent	0
XML	Element	A basic building block	JSON-LD	Object	Collection of key-value pairs	1
XML	Attribute	A property of an element	JSON-LD	Property	A key-value pair	1
XML	Nested Element	Element within an element	JSON-LD	Nested Object	Object within another object	1
XML	Schema	Defines structure of elements	JSON-LD	Context	Defines the structure and context	1
XML	Namespace	Qualified name for elements	JSON-LD	None	No equivalent concept	0
UML Class Diagram	Class	A blueprint for creating objects	JSON Schema	Object	A collection of key-value pairs	1
UML Class Diagram	Attribute	Property of a class	JSON Schema	Property	A key-value pair	1
UML Class Diagram	Method	Functionality encapsulated in a class	JSON Schema	None	No direct equivalent	0
UML Class Diagram	Association	Relationship between classes	JSON Schema	None	No direct equivalent	0
UML Class Diagram	Inheritance	Mechanism for extending classes	JSON Schema	None	No equivalent concept	0
RDF	Subject	The entity described in a triple	Relational Database	Row	A single record in a table	1
RDF	Predicate	The relationship between two entities	Relational Database	Column	A field within a row	1
RDF	Object	The value associated with a subject	Relational Database	Value	The data in a column	1
RDF	Graph	Collection of triples	Relational Database	Table	A collection of rows	1
RDF	Triple	A subject-predicate-object statement	Relational Database	Row	A single record in a table	1
Relational Database	Table	Collection of rows and columns	Key-Value Store	Key	Unique identifier	1
Relational Database	Row	Single record in a table	Key-Value Store	Value	Data associated with a key	1
Relational Database	Column	Field in a table	Key-Value Store	None	No direct equivalent concept	0
Relational Database	Primary Key	Unique identifier for a record	Key-Value Store	Key	Unique identifier for a value	1
Relational Database	Foreign Key	Reference to another table	Key-Value Store	None	No concept of foreign keys	0
Object-Oriented Model	Class	Blueprint for creating objects	Document Store	Document	A collection of fields	1
Object-Oriented Model	Object	Instance of a class	Document Store	Document	A JSON/BSON document	1
Object-Oriented Model	Attribute	Property of an object	Document Store	Field	A key-value pair	1
Object-Oriented Model	Method	Encapsulated behavior	Document Store	None	No direct equivalent	0
Object-Oriented Model	Inheritance	Mechanism for extending classes	Document Store	None	No concept of inheritance	0
ER Diagram	Entity	A distinct object in the model	Graph Database	Node	Represents an entity	1
ER Diagram	Relationship	Connection between two entities	Graph Database	Edge	Connection between two nodes	1
ER Diagram	Attribute	Property of an entity	Graph Database	Property	Property of a node or edge	1
ER Diagram	Primary Key	Unique identifier for an entity	Graph Database	None	No direct equivalent	0
ER Diagram	Weak Entity	Dependent on another entity	Graph Database	None	No concept of weak entities	0
BPMN	Task	Unit of work within a process	UML Use Case	Use Case	Functional requirement	1
BPMN	Sequence Flow	Controls the flow between tasks	UML Use Case	Association	Relationship between actors and use cases	1
